ds,yhat,yhat_lower,yhat_upper,production_type
2018-03-01,6374.64861988371,5202.304127281281,7506.2018848015,Hydro
2018-04-01,5657.707079073038,4495.500019470703,6822.120687530726,Hydro
2018-05-01,6807.286511871427,5647.929412570053,7908.759738990821,Hydro
2018-06-01,6117.240716550096,4929.98358559212,7259.880014447165,Hydro
2018-07-01,4614.657408499967,3450.531093025691,5703.671569668215,Hydro
2018-08-01,3220.0166993946455,2086.9705406160356,4386.124189565594,Hydro
2018-09-01,2840.1388604080103,1668.6651719772192,3949.560570108297,Hydro
2018-10-01,3699.86747683506,2518.7991026575082,4767.052343730443,Hydro
2018-11-01,5838.3405760412625,4737.641499739472,7038.391235483472,Hydro
2018-12-01,5520.6698681193175,4389.605423811818,6642.551684054629,Hydro
2019-01-01,6716.510782455938,5636.03474865365,7839.257408480408,Hydro
2019-02-01,5983.550405756841,4818.669334210168,7115.261931203354,Hydro
2019-03-01,6484.990316652365,5346.218110779317,7584.0038907889375,Hydro
2019-04-01,5465.7618665701375,4303.907465362801,6635.319657748607,Hydro
2019-05-01,6530.581946119179,5404.183086145894,7650.419727657326,Hydro
2019-06-01,6285.989325575772,5232.585072836357,7483.058754291839,Hydro
2019-07-01,5452.109477095659,4266.418558376978,6520.9248271350025,Hydro
2019-08-01,3923.6535945922415,2706.0840086252197,5049.707087464432,Hydro
2019-09-01,2700.547626109953,1574.7980170399203,3894.0393498061535,Hydro
2019-10-01,2773.255853192767,1634.3279265601097,3876.4257500193344,Hydro
2019-11-01,4455.022285620727,3266.6539514697392,5513.384848439142,Hydro
2019-12-01,4934.870615387393,3779.8987304338593,6107.871686392534,Hydro
2020-01-01,5950.484486404555,4764.068470142217,6990.750313909537,Hydro
2020-02-01,6001.558540846972,4877.374629713332,7166.880593565663,Hydro
2020-03-01,6164.652221731072,4984.975271975331,7349.57100952344,Hydro
2020-04-01,6183.306888657244,4984.824158936521,7262.432993231666,Hydro
2020-05-01,6583.627411577825,5516.373152145294,7644.119788821471,Hydro
2020-06-01,6154.57670117766,5058.293625608605,7354.486680906644,Hydro
2020-07-01,4689.382491146027,3484.930522633281,5802.136540614967,Hydro
2020-08-01,4688.831614345425,3517.339101792157,5837.33095105554,Hydro
2020-09-01,4127.4702590039715,3046.9206173333955,5242.960255983193,Hydro
2020-10-01,3761.32405544006,2612.2666600592215,4941.065883321424,Hydro
2020-11-01,4891.04750012849,3789.7612394165512,5938.764166552251,Hydro
2020-12-01,5016.554883254742,3780.5404108281546,6172.003292390132,Hydro
2021-01-01,5606.74763934799,4450.850298344031,6807.507542588366,Hydro
2021-02-01,6173.197965870938,5012.618272181747,7273.715082737295,Hydro
2021-03-01,6220.697979963084,5081.937982060696,7373.522820992446,Hydro
2021-04-01,5928.863284808359,4777.650693666137,7086.072226299073,Hydro
2021-05-01,7119.156758283101,5992.961377028859,8270.032545718776,Hydro
2021-06-01,6398.947438731979,5321.579011234569,7550.017847010904,Hydro
2021-07-01,5220.5717255183845,4088.170231907937,6401.970892871369,Hydro
2021-08-01,3720.0526187661735,2636.2926165805684,4805.531292356884,Hydro
2021-09-01,2556.4538840806517,1407.3291985619007,3549.6964252102694,Hydro
2021-10-01,3422.9971900904793,2323.6485590888883,4500.431712205261,Hydro
2021-11-01,4865.731411727602,3714.8522863878484,6038.9647666072515,Hydro
2021-12-01,5157.519670230535,4048.885924729351,6265.375059100048,Hydro
2022-01-01,6412.552191623765,5300.198243122017,7552.463437710589,Hydro
2022-02-01,6151.89006633267,4939.688949735063,7294.3633144400055,Hydro
2022-03-01,6321.2021277536805,5176.832255485408,7365.411057611524,Hydro
2022-04-01,6433.784772440903,5288.961254130417,7556.6721638293275,Hydro
2022-05-01,6457.388862877215,5345.606791769652,7676.720732813162,Hydro
2022-06-01,6906.3140957516625,5826.511887513893,7992.111052338218,Hydro
2022-07-01,5045.108992946613,3977.4364151818477,6176.958122673164,Hydro
2022-08-01,3112.108588743911,2009.3456508173774,4266.197533164624,Hydro
2022-09-01,3729.5189424389364,2586.8136056677326,4851.2228746540595,Hydro
2022-10-01,3900.033435560713,2691.4466101444577,4960.219336717785,Hydro
2022-11-01,4292.607508698193,3123.371359551941,5454.261744077317,Hydro
2022-12-01,5633.7710692747605,4485.71674700756,6807.699614307717,Hydro
2023-01-01,5592.914823129026,4419.040417421342,6791.640314016588,Hydro
2023-02-01,5606.149261076028,4428.168478095437,6808.129932034929,Hydro
2023-03-01,5901.096618617898,4781.68008339582,7003.131489811362,Hydro
2023-04-01,6720.24100943004,5543.3315417048625,7784.647532352329,Hydro
2023-05-01,6321.060042975661,5125.516107742155,7425.550032789456,Hydro
2023-06-01,5897.461002737399,4762.387794552191,7000.521478235236,Hydro
2023-07-01,4862.254145518078,3714.8832525795533,5887.970075713013,Hydro
2023-08-01,3933.01269280379,2836.672266933132,5115.746332448064,Hydro
2023-09-01,3782.3955283217,2635.7044588198055,4924.8243903681705,Hydro
2023-10-01,3665.2294953478454,2516.742048135472,4794.890582288046,Hydro
2023-11-01,3388.103733170476,2171.1527990609097,4531.5287818839615,Hydro
2023-12-01,4297.291693579581,3211.467263397792,5548.214132827495,Hydro
2024-01-01,5711.133590417029,4622.133181616209,6834.076952410728,Hydro
2024-02-01,5427.047136391236,4360.630367559558,6641.803653021635,Hydro
2024-03-01,6274.442313483454,5110.542462303875,7380.063391027455,Hydro
2024-04-01,6690.454041221967,5496.4845598594575,7788.226299052209,Hydro
2024-05-01,6883.685923268988,5761.559567200959,8022.139202384305,Hydro
2024-06-01,6253.375366898424,5129.671193126976,7412.52871817634,Hydro
2024-07-01,5221.250404910768,4056.8033946688565,6320.691400023648,Hydro
2024-08-01,4157.380761858589,3083.1945446377176,5189.612258929209,Hydro
2024-09-01,2946.1125758794974,1730.5315551650415,4138.121923434677,Hydro
2024-10-01,3378.0197548297588,2187.0963360668857,4489.769801684442,Hydro
2024-11-01,4053.254734845009,2867.2974435689066,5245.957221792493,Hydro
2024-12-01,4648.542837973651,3418.1802085386307,5716.149739312034,Hydro
2025-01-01,5928.032923660811,4820.349932643647,7026.917688731325,Hydro
2025-02-01,6184.45163206714,4959.870461910171,7312.278970862832,Hydro
2025-03-01,6273.012021670352,5119.920591821828,7400.508415665638,Hydro
2025-03-31,6080.897904858164,4911.1014542960465,7167.130392554694,Hydro
2025-04-30,6945.485327812703,5802.67727184901,8099.545520549148,Hydro
2025-05-31,6976.755392272948,5875.5129367644795,8103.372094326187,Hydro
2025-06-30,6144.424561385116,4941.309717309375,7296.547242925941,Hydro
2025-07-31,4978.773358180431,3797.3921481106577,6080.016657284752,Hydro
2025-08-31,4384.731992874611,3256.507352753146,5556.693961446189,Hydro
2025-09-30,4375.9336031239045,3207.546078347923,5466.381215125042,Hydro
2025-10-31,5000.483109397934,3878.0012884237153,6133.263433327707,Hydro
2025-11-30,5625.323323367269,4569.267350554991,6749.079225428228,Hydro
2025-12-31,6365.154120789333,5243.58219498884,7479.88008296296,Hydro
2026-01-31,5923.771095742043,4811.462401895867,7047.589967778564,Hydro
2026-02-28,6222.412620018118,5059.431591999572,7355.625163210708,Hydro
2010-01-01,2739.5853377803232,1884.9076562144342,3541.490755991233,Natural Gas
2010-02-01,2470.278026894853,1546.228858531216,3291.933241588004,Natural Gas
2010-03-01,1964.0264018458329,1064.8567979426284,2854.3061158917785,Natural Gas
2010-04-01,1156.5168460944005,292.73574962122325,1958.447541011373,Natural Gas
2010-05-01,942.5641458773441,71.80559040034457,1823.1681274045538,Natural Gas
2010-06-01,496.3708130167847,-345.519557264438,1305.7735171319782,Natural Gas
2010-07-01,679.6468616814916,-130.13065613219203,1530.357396567342,Natural Gas
2010-08-01,195.873199733629,-613.7736973524518,1009.4688068485952,Natural Gas
2010-09-01,736.3796000614544,-157.5230072619962,1517.1711243460836,Natural Gas
2010-10-01,898.0014964887364,19.839142219806668,1775.3595528019232,Natural Gas
2010-11-01,1757.61540155945,886.3395323477258,2630.93534972746,Natural Gas
2010-12-01,2230.766489738611,1288.9522088900735,3090.718745734297,Natural Gas
2011-01-01,2233.661212225443,1394.887822011371,3105.148011439172,Natural Gas
2011-02-01,2044.370717473021,1131.6392435033247,2930.6529423831284,Natural Gas
2011-03-01,2576.811660475129,1662.6515725780976,3424.396603329247,Natural Gas
2011-04-01,984.3322747790751,95.21348798884058,1828.8396472799966,Natural Gas
2011-05-01,759.474694823482,-93.56670218436498,1619.3783328854627,Natural Gas
2011-06-01,591.6192208603372,-273.21660152012606,1412.9513368867229,Natural Gas
2011-07-01,859.9060798127456,-1.333366560150041,1677.0554457110904,Natural Gas
2011-08-01,357.5617319794194,-509.7679269995977,1209.735537694374,Natural Gas
2011-09-01,493.8428472039054,-372.1851805307949,1270.1233666947815,Natural Gas
2011-10-01,1117.8276366101175,288.18730874900393,1922.53604566949,Natural Gas
2011-11-01,2340.133927145287,1514.325712935249,3212.5294195399324,Natural Gas
2011-12-01,2423.6200461441135,1551.627970982617,3301.302376178127,Natural Gas
2012-01-01,2551.639772560715,1710.4162709262687,3444.6489029256795,Natural Gas
2012-02-01,2977.712918258557,2066.9480055740737,3813.002883517124,Natural Gas
2012-03-01,2593.218914730436,1725.9091190713611,3465.875264858809,Natural Gas
2012-04-01,1137.3874291026746,230.6768396645815,2019.4719947508913,Natural Gas
2012-05-01,999.86513231953,128.50594066417833,1884.1021743887588,Natural Gas
2012-06-01,858.6843647177288,-3.462671069226091,1704.6937066244038,Natural Gas
2012-07-01,1248.1116666484563,398.299076900649,2109.6096768042157,Natural Gas
2012-08-01,882.1196343035219,4.798539193025135,1756.293398691861,Natural Gas
2012-09-01,1166.2430620099713,363.9007999749282,2066.2822445296524,Natural Gas
2012-10-01,1010.2574115723972,154.18519317763017,1832.1003583475597,Natural Gas
2012-11-01,2491.110458409135,1613.913654585619,3349.7355621189963,Natural Gas
2012-12-01,2740.7050743919094,1960.7174051097663,3581.1351653697693,Natural Gas
2013-01-01,2865.4870370827093,2052.9317679432174,3736.8329378285002,Natural Gas
2013-02-01,2864.149662892717,2040.0993041749732,3721.3548183004864,Natural Gas
2013-03-01,2893.4122853019408,2070.349130248031,3793.9177656167253,Natural Gas
2013-04-01,1244.3548731515114,376.147366044076,2074.509756432349,Natural Gas
