country,month,avg_temp_c,precip_mm,wind_kmh
France,2019-04,10.821666666666664,26.800000000000004,18.14333333333333
France,2019-05,12.837096774193547,86.9,17.39677419354839
France,2019-06,19.031666666666673,66.5,18.636666666666667
France,2019-07,21.485483870967748,24.700000000000003,18.16774193548387
France,2019-08,20.270967741935486,85.7,17.54193548387097
France,2019-09,17.416666666666668,28.7,20.163333333333334
France,2019-10,13.77258064516129,95.60000000000001,22.509677419354844
France,2019-11,8.025,110.29999999999998,20.959999999999997
France,2019-12,6.669354838709678,88.6,23.325806451612905
France,2020-01,6.267741935483871,29.4,20.690322580645166
France,2020-02,8.663793103448274,103.69999999999997,31.200000000000003
France,2020-03,8.208064516129031,67.7,23.493548387096773
France,2020-04,13.954999999999997,30.4,17.233333333333334
France,2020-05,15.190322580645162,37.3,18.48709677419355
France,2020-06,18.135,44.60000000000001,18.703333333333333
France,2020-07,20.18548387096774,13.3,19.206451612903226
France,2020-08,22.096774193548384,41.199999999999996,18.896774193548385
France,2020-09,18.533333333333335,36.4,16.94666666666667
France,2020-10,12.411290322580646,93.39999999999999,23.17096774193548
France,2020-11,9.708333333333336,20.1,17.89
France,2020-12,6.516129032258066,131.5,23.403225806451612
France,2021-01,4.514516129032258,96.19999999999999,21.538709677419355
France,2021-02,6.571428571428571,50.800000000000004,20.49642857142857
France,2021-03,7.769354838709678,38.7,19.90967741935484
France,2021-04,8.728333333333333,28.099999999999998,18.46333333333333
France,2021-05,12.608064516129033,70.9,22.84193548387097
France,2021-06,19.228333333333335,90.7,15.510000000000002
France,2021-07,19.138709677419357,96.3,17.764516129032256
France,2021-08,18.47741935483871,22.299999999999994,18.63225806451613
France,2021-09,18.11666666666667,72.9,14.909999999999998
France,2021-10,12.425806451612903,67.0,20.777419354838706
France,2021-11,6.834999999999998,29.1,16.926666666666666
France,2021-12,6.514516129032258,78.5,20.158064516129027
France,2022-01,4.429032258064515,47.8,18.31612903225807
France,2022-02,7.1875,27.0,25.896428571428572
France,2022-03,9.245161290322583,47.50000000000001,16.709677419354836
France,2022-04,10.843333333333332,56.20000000000001,19.48
France,2022-05,16.232258064516127,44.50000000000001,16.967741935483872
France,2022-06,18.944999999999993,97.8,16.83
France,2022-07,21.424193548387098,24.799999999999997,16.235483870967744
France,2022-08,22.135483870967743,47.50000000000001,15.996774193548386
France,2022-09,16.568333333333335,58.39999999999999,17.406666666666673
France,2022-10,15.843548387096776,83.19999999999999,19.20645161290323
France,2022-11,9.908333333333333,79.3,22.10666666666667
France,2022-12,5.009677419354839,92.1,19.619354838709675
France,2023-01,6.038709677419355,65.49999999999999,24.712903225806457
France,2023-02,6.173214285714286,7.9,17.04642857142857
France,2023-03,8.859677419354838,85.29999999999998,24.56129032258065
France,2023-04,9.97,79.60000000000001,20.613333333333333
France,2023-05,14.729032258064517,79.9,19.79032258064516
France,2023-06,20.943333333333335,58.699999999999996,17.41
France,2023-07,20.499999999999996,100.10000000000001,21.2516129032258
France,2023-08,19.76451612903226,127.5,18.55806451612903
France,2023-09,20.041666666666668,70.8,15.443333333333333
France,2023-10,14.919354838709676,109.29999999999998,20.28064516129032
France,2023-11,9.22833333333333,106.3,25.23333333333334
France,2023-12,7.6483870967741945,82.8,23.47096774193549
France,2024-01,4.388709677419355,66.6,20.548387096774192
France,2024-02,8.958620689655174,95.80000000000001,23.331034482758618
France,2024-03,9.556451612903228,105.20000000000002,20.380645161290325
France,2024-04,11.435,85.90000000000002,22.62
France,2024-05,14.785483870967742,137.1,16.90967741935484
France,2024-06,16.656666666666663,112.5,18.08333333333333
France,2024-07,19.845161290322583,61.8,15.874193548387098
France,2024-08,20.746774193548386,125.19999999999999,15.670967741935486
France,2024-09,15.963333333333336,120.9,20.933333333333334
France,2024-10,13.875806451612904,118.49999999999999,17.529032258064518
France,2024-11,8.55,68.6,15.543333333333331
France,2024-12,6.270967741935484,52.99999999999999,15.890322580645162
France,2025-01,4.4403225806451605,132.00000000000003,17.81935483870968
France,2025-02,5.321428571428571,50.2,13.196428571428571
France,2025-03,8.911290322580646,26.4,12.580645161290322
France,2025-04,13.625000000000002,32.8,14.106666666666664
France,2025-05,16.17741935483871,49.2,15.53225806451613
France,2025-06,21.738333333333333,51.9,15.143333333333336
France,2025-07,21.826923076923077,57.7,13.707692307692307
