country,month,Balance,production_type,value_gwh,Unit,avg_temp_c,precip_mm,wind_kmh
France,2021-07,Total Imports,Electricity,763.053,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-07,Total Exports,Electricity,8110.5678,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-07,Used for pumped storage,Electricity,314.3989,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-07,Distribution Losses,Electricity,2348.7527,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-07,Final Consumption (Calculated),Electricity,31560.1585,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-07,Net Electricity Production,Wind,2319.0972,GWh,19.13870967741936,96.3,17.764516129032256
France,2021-06,Net Electricity Production,Electricity,40134.0096,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Nuclear,27716.162,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Hydro,6285.954,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Total Combustible Fuels,2935.2513,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,"Coal, Peat and Manufactured Gases",145.3407,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Oil and Petroleum Products,438.1807,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Natural Gas,1570.9615,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Combustible Renewables,605.7445,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Geothermal,7.5307,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Solar,1746.2253,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Other Renewables,39.8221,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Not Specified,44.4801,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10043.8607,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Total Imports,Electricity,709.3541,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Total Exports,Electricity,7585.6685,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Used for pumped storage,Electricity,375.8493,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Distribution Losses,Electricity,2319.76,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Final Consumption (Calculated),Electricity,30562.0859,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-06,Net Electricity Production,Wind,1358.5842,GWh,19.22833333333333,90.7,15.510000000000002
France,2021-05,Net Electricity Production,Electricity,42550.5885,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Nuclear,27574.674,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Hydro,6339.56,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Total Combustible Fuels,2880.5865,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,"Coal, Peat and Manufactured Gases",128.9481,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Oil and Petroleum Products,446.2346,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Natural Gas,1321.6512,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Combustible Renewables,808.7287,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Geothermal,7.5307,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Solar,1684.4492,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Other Renewables,39.8221,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Not Specified,44.4801,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12859.5766,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Total Imports,Electricity,1248.1814,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Total Exports,Electricity,7175.332,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Used for pumped storage,Electricity,471.3608,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Distribution Losses,Electricity,2667.9369,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Final Consumption (Calculated),Electricity,33484.1402,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-05,Net Electricity Production,Wind,3979.4859,GWh,12.608064516129032,70.9,22.84193548387097
France,2021-04,Net Electricity Production,Electricity,40109.5738,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Nuclear,27209.135,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Hydro,4079.6152,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Total Combustible Fuels,4117.7584,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,"Coal, Peat and Manufactured Gases",331.7775,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Oil and Petroleum Products,450.436,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Natural Gas,2638.5409,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Combustible Renewables,521.9801,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Geothermal,7.5307,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Solar,1647.487,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Other Renewables,39.8221,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Not Specified,44.4801,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9260.1804,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Total Imports,Electricity,2879.9034,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Total Exports,Electricity,4270.6076,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Used for pumped storage,Electricity,416.1407,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Distribution Losses,Electricity,2830.1869,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Final Consumption (Calculated),Electricity,35472.542,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-04,Net Electricity Production,Wind,2963.7454,GWh,8.728333333333333,28.1,18.46333333333333
France,2021-03,Net Electricity Production,Electricity,48524.6977,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Nuclear,31695.35,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Hydro,6012.4234,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Total Combustible Fuels,5644.4544,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,"Coal, Peat and Manufactured Gases",510.0194,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Oil and Petroleum Products,434.4013,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Natural Gas,3614.9578,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Combustible Renewables,910.052,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Geothermal,7.5307,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Solar,1350.452,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Other Renewables,39.8221,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Not Specified,44.4801,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12050.4652,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Total Imports,Electricity,2405.9744,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Total Exports,Electricity,5596.7796,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Used for pumped storage,Electricity,486.0668,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Distribution Losses,Electricity,3900.6514,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Final Consumption (Calculated),Electricity,40947.1743,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-03,Net Electricity Production,Wind,3730.185,GWh,7.769354838709678,38.7,19.90967741935484
France,2021-02,Net Electricity Production,Electricity,47820.5282,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Nuclear,30337.834,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Total Combustible Fuels,5444.0626,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Hydro,6977.7447,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,"Coal, Peat and Manufactured Gases",582.2279,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Oil and Petroleum Products,477.3946,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Natural Gas,3410.8588,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Combustible Renewables,798.5574,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Geothermal,7.5307,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Solar,699.4131,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Other Renewables,39.8221,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Not Specified,44.4801,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12792.709,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Total Imports,Electricity,2367.8304,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Total Exports,Electricity,5745.6399,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Used for pumped storage,Electricity,522.3089,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Distribution Losses,Electricity,4013.6368,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Final Consumption (Calculated),Electricity,39906.7732,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-02,Net Electricity Production,Wind,4269.6411,GWh,6.571428571428571,50.8,20.49642857142857
France,2021-01,Net Electricity Production,Electricity,55979.9113,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Nuclear,37176.882,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Hydro,7401.1494,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Total Combustible Fuels,6835.9839,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1321.4361,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Oil and Petroleum Products,451.6505,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Natural Gas,4156.0942,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Combustible Renewables,731.7792,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Geothermal,7.5307,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Solar,494.4602,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Other Renewables,39.8221,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Not Specified,44.4801,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12654.3445,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Total Imports,Electricity,3384.1254,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Total Exports,Electricity,5311.5024,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Used for pumped storage,Electricity,478.6427,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Distribution Losses,Electricity,5181.7999,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Final Consumption (Calculated),Electricity,48392.0917,GWh,4.514516129032258,96.2,21.538709677419355
France,2021-01,Net Electricity Production,Wind,3979.603,GWh,4.514516129032258,96.2,21.538709677419355
France,2020-12,Net Electricity Production,Electricity,51352.4229,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Nuclear,34432.4433,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Hydro,5810.1719,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Total Combustible Fuels,6231.6238,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,"Coal, Peat and Manufactured Gases",869.4185,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Oil and Petroleum Products,478.4217,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Natural Gas,3982.4984,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Combustible Renewables,719.202,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Geothermal,9.9999,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Solar,365.5219,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Other Renewables,39.6552,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Not Specified,48.2798,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11359.278,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Total Imports,Electricity,2616.3424,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Total Exports,Electricity,5007.242,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Used for pumped storage,Electricity,637.8367,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Distribution Losses,Electricity,4317.4623,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Final Consumption (Calculated),Electricity,44006.2242,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-12,Net Electricity Production,Wind,4414.7271,GWh,6.516129032258066,131.5,23.40322580645161
France,2020-11,Net Electricity Production,Electricity,45728.3759,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Nuclear,31565.6297,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Total Combustible Fuels,5620.0656,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Hydro,4579.2119,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,"Coal, Peat and Manufactured Gases",423.5364,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Oil and Petroleum Products,416.6049,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Natural Gas,3947.8631,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Combustible Renewables,649.9779,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Geothermal,9.9999,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Solar,687.8483,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Other Renewables,39.6552,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Not Specified,48.2798,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9144.3788,GWh,9.708333333333336,20.1,17.89
France,2020-11,Total Imports,Electricity,1470.495,GWh,9.708333333333336,20.1,17.89
France,2020-11,Total Exports,Electricity,6246.4319,GWh,9.708333333333336,20.1,17.89
France,2020-11,Used for pumped storage,Electricity,552.4005,GWh,9.708333333333336,20.1,17.89
France,2020-11,Distribution Losses,Electricity,3463.7174,GWh,9.708333333333336,20.1,17.89
France,2020-11,Final Consumption (Calculated),Electricity,36936.321,GWh,9.708333333333336,20.1,17.89
France,2020-11,Net Electricity Production,Wind,3177.6855,GWh,9.708333333333336,20.1,17.89
France,2020-10,Net Electricity Production,Electricity,42418.4192,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Nuclear,28271.6293,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Hydro,5236.5432,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Total Combustible Fuels,3665.2305,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,"Coal, Peat and Manufactured Gases",336.769,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Oil and Petroleum Products,425.5842,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Natural Gas,2224.0759,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Combustible Renewables,496.718,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Geothermal,9.9999,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Solar,796.2992,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Other Renewables,39.6552,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Not Specified,48.2798,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10929.9977,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Total Imports,Electricity,1926.7982,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Total Exports,Electricity,4734.4107,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Used for pumped storage,Electricity,562.5348,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Distribution Losses,Electricity,2949.8929,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Final Consumption (Calculated),Electricity,36098.379,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-10,Net Electricity Production,Wind,4350.7821,GWh,12.411290322580646,93.4,23.17096774193548
France,2020-09,Net Electricity Production,Electricity,32780.94,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Nuclear,21739.6634,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Hydro,3415.9969,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Total Combustible Fuels,4110.6253,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,"Coal, Peat and Manufactured Gases",622.0343,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Oil and Petroleum Products,451.4097,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Natural Gas,2387.2921,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Combustible Renewables,467.8058,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Geothermal,9.9999,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Solar,1253.8629,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Other Renewables,39.6552,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Not Specified,48.2798,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7350.1774,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Total Imports,Electricity,3314.5314,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Total Exports,Electricity,2665.7309,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Used for pumped storage,Electricity,440.2989,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Distribution Losses,Electricity,2292.5967,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Final Consumption (Calculated),Electricity,30696.8449,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-09,Net Electricity Production,Wind,2162.8566,GWh,18.53333333333333,36.4,16.94666666666667
France,2020-08,Net Electricity Production,Electricity,34068.5946,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Nuclear,22876.5319,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Total Combustible Fuels,3756.9978,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Hydro,3740.5118,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,"Coal, Peat and Manufactured Gases",262.1176,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Oil and Petroleum Products,417.8653,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Natural Gas,2387.2163,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Combustible Renewables,507.7153,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Geothermal,9.9999,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Solar,1534.0881,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Other Renewables,39.6552,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Not Specified,48.2798,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7894.5005,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Total Imports,Electricity,2149.3897,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Total Exports,Electricity,3844.8571,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Used for pumped storage,Electricity,402.5382,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Distribution Losses,Electricity,2298.9957,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Final Consumption (Calculated),Electricity,29671.5932,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-08,Net Electricity Production,Wind,2062.5302,GWh,22.096774193548384,41.2,18.896774193548385
France,2020-07,Net Electricity Production,Electricity,35120.51,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Nuclear,22499.4261,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Hydro,4683.6346,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Total Combustible Fuels,3999.3082,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,"Coal, Peat and Manufactured Gases",409.8183,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Oil and Petroleum Products,471.1369,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Natural Gas,2382.1903,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Combustible Renewables,554.0794,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Geothermal,9.9999,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Solar,1719.9894,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Other Renewables,39.6552,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Not Specified,48.2798,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9127.5753,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Total Imports,Electricity,2371.3247,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Total Exports,Electricity,3616.5378,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Used for pumped storage,Electricity,258.8676,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Distribution Losses,Electricity,2298.6735,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Final Consumption (Calculated),Electricity,31317.7558,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-07,Net Electricity Production,Wind,2120.2167,GWh,20.18548387096774,13.3,19.206451612903223
France,2020-06,Net Electricity Production,Electricity,35158.3336,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Nuclear,21334.9586,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Total Combustible Fuels,3649.0963,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Hydro,6475.2513,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,"Coal, Peat and Manufactured Gases",172.5934,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Oil and Petroleum Products,444.6828,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Natural Gas,2333.8927,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Combustible Renewables,515.8441,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Geothermal,9.9999,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Solar,1535.4756,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Other Renewables,39.6552,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,Not Specified,48.2798,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10641.843,GWh,18.135,44.60000000000001,18.703333333333333
France,2020-06,Total Imports,Electricity,1265.7563,GWh,18.135,44.60000000000001,18.703333333333333
