Country,Time,Balance,Product,Value,Unit
Germany,13-Sep,Net Electricity Production,Wind,3611.403,GWh
France,13-Aug,Net Electricity Production,Electricity,38794.674,GWh
France,13-Aug,Net Electricity Production,Nuclear,29902.546,GWh
France,13-Aug,Net Electricity Production,Hydro,4576.29,GWh
France,13-Aug,Net Electricity Production,Total Combustible Fuels,2831.411,GWh
France,13-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",1268.423,GWh
France,13-Aug,Net Electricity Production,Oil and Petroleum Products,307.827,GWh
France,13-Aug,Net Electricity Production,Natural Gas,886.036,GWh
France,13-Aug,Net Electricity Production,Combustible Renewables,266.74,GWh
France,13-Aug,Net Electricity Production,Other Combustible Non-Renewables,102.384,GWh
France,13-Aug,Net Electricity Production,Geothermal,6.768,GWh
France,13-Aug,Net Electricity Production,Solar,628.71,GWh
France,13-Aug,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Aug,Net Electricity Production,Not Specified,66.921,GWh
France,13-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6260.535,GWh
France,13-Aug,Total Imports,Electricity,400.449,GWh
France,13-Aug,Total Exports,Electricity,6687.616,GWh
France,13-Aug,Used for pumped storage,Electricity,426.303,GWh
France,13-Aug,Distribution Losses,Electricity,2658.461,GWh
France,13-Aug,Final Consumption (Calculated),Electricity,29422.742,GWh
France,13-Aug,Net Electricity Production,Wind,747.985,GWh
Germany,13-Aug,Net Electricity Production,Electricity,44588.224,GWh
Germany,13-Aug,Net Electricity Production,Nuclear,7074.25,GWh
Germany,13-Aug,Net Electricity Production,Hydro,1914.849,GWh
Germany,13-Aug,Net Electricity Production,Total Combustible Fuels,28577.452,GWh
Germany,13-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",20882.624,GWh
Germany,13-Aug,Net Electricity Production,Oil and Petroleum Products,352.482,GWh
Germany,13-Aug,Net Electricity Production,Natural Gas,3031.889,GWh
Germany,13-Aug,Net Electricity Production,Combustible Renewables,3766.148,GWh
Germany,13-Aug,Net Electricity Production,Other Combustible Non-Renewables,544.31,GWh
Germany,13-Aug,Net Electricity Production,Geothermal,5.359,GWh
Germany,13-Aug,Net Electricity Production,Solar,4348.01,GWh
Germany,13-Aug,Net Electricity Production,Not Specified,147.297,GWh
Germany,13-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12555.372,GWh
Germany,13-Aug,Total Imports,Electricity,3629.24,GWh
Germany,13-Aug,Total Exports,Electricity,5005.526,GWh
Germany,13-Aug,Used for pumped storage,Electricity,528.848,GWh
Germany,13-Aug,Distribution Losses,Electricity,1858.107,GWh
Germany,13-Aug,Final Consumption (Calculated),Electricity,40824.984,GWh
Germany,13-Aug,Net Electricity Production,Wind,2521.006,GWh
France,13-Jul,Net Electricity Production,Electricity,41283.031,GWh
France,13-Jul,Net Electricity Production,Nuclear,30691.911,GWh
France,13-Jul,Net Electricity Production,Total Combustible Fuels,2389.297,GWh
France,13-Jul,Net Electricity Production,Hydro,6454.876,GWh
France,13-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",1070.364,GWh
France,13-Jul,Net Electricity Production,Oil and Petroleum Products,259.761,GWh
France,13-Jul,Net Electricity Production,Natural Gas,747.685,GWh
France,13-Jul,Net Electricity Production,Combustible Renewables,225.09,GWh
France,13-Jul,Net Electricity Production,Other Combustible Non-Renewables,86.398,GWh
France,13-Jul,Net Electricity Production,Geothermal,6.768,GWh
France,13-Jul,Net Electricity Production,Solar,759.691,GWh
France,13-Jul,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Jul,Net Electricity Production,Not Specified,66.921,GWh
France,13-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8359.992,GWh
France,13-Jul,Total Imports,Electricity,323.655,GWh
France,13-Jul,Total Exports,Electricity,5941.754,GWh
France,13-Jul,Used for pumped storage,Electricity,601.302,GWh
France,13-Jul,Distribution Losses,Electricity,2816.099,GWh
France,13-Jul,Final Consumption (Calculated),Electricity,32247.531,GWh
France,13-Jul,Net Electricity Production,Wind,879.525,GWh
Germany,13-Jul,Net Electricity Production,Electricity,46153.652,GWh
Germany,13-Jul,Net Electricity Production,Nuclear,6164.283,GWh
Germany,13-Jul,Net Electricity Production,Hydro,2195.219,GWh
Germany,13-Jul,Net Electricity Production,Total Combustible Fuels,30411.428,GWh
Germany,13-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",22414.173,GWh
Germany,13-Jul,Net Electricity Production,Oil and Petroleum Products,364.589,GWh
Germany,13-Jul,Net Electricity Production,Natural Gas,3296.492,GWh
Germany,13-Jul,Net Electricity Production,Combustible Renewables,3788.616,GWh
Germany,13-Jul,Net Electricity Production,Other Combustible Non-Renewables,547.557,GWh
Germany,13-Jul,Net Electricity Production,Geothermal,4.752,GWh
Germany,13-Jul,Net Electricity Production,Solar,5381.502,GWh
Germany,13-Jul,Net Electricity Production,Not Specified,160.18,GWh
Germany,13-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13206.378,GWh
Germany,13-Jul,Total Imports,Electricity,4093.734,GWh
Germany,13-Jul,Total Exports,Electricity,4781.993,GWh
Germany,13-Jul,Used for pumped storage,Electricity,606.281,GWh
Germany,13-Jul,Distribution Losses,Electricity,1935.775,GWh
Germany,13-Jul,Final Consumption (Calculated),Electricity,42923.337,GWh
Germany,13-Jul,Net Electricity Production,Wind,1836.289,GWh
France,13-Jun,Net Electricity Production,Electricity,39732.794,GWh
France,13-Jun,Net Electricity Production,Nuclear,28617.882,GWh
France,13-Jun,Net Electricity Production,Total Combustible Fuels,1741.392,GWh
France,13-Jun,Net Electricity Production,Hydro,7442.828,GWh
France,13-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",780.114,GWh
France,13-Jun,Net Electricity Production,Oil and Petroleum Products,189.322,GWh
France,13-Jun,Net Electricity Production,Natural Gas,544.936,GWh
France,13-Jun,Net Electricity Production,Combustible Renewables,164.052,GWh
France,13-Jun,Net Electricity Production,Geothermal,6.768,GWh
France,13-Jun,Net Electricity Production,Other Combustible Non-Renewables,62.969,GWh
France,13-Jun,Net Electricity Production,Solar,643.679,GWh
France,13-Jun,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Jun,Net Electricity Production,Not Specified,66.921,GWh
France,13-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9470.65,GWh
France,13-Jun,Total Imports,Electricity,303.749,GWh
France,13-Jun,Total Exports,Electricity,6085.869,GWh
France,13-Jun,Used for pumped storage,Electricity,693.335,GWh
France,13-Jun,Distribution Losses,Electricity,2714.707,GWh
France,13-Jun,Final Consumption (Calculated),Electricity,30542.632,GWh
France,13-Jun,Net Electricity Production,Wind,1179.281,GWh
Germany,13-Jun,Net Electricity Production,Electricity,44596.334,GWh
Germany,13-Jun,Net Electricity Production,Nuclear,6595.573,GWh
Germany,13-Jun,Net Electricity Production,Total Combustible Fuels,27163.08,GWh
Germany,13-Jun,Net Electricity Production,Hydro,2543.644,GWh
Germany,13-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",19679.807,GWh
Germany,13-Jun,Net Electricity Production,Oil and Petroleum Products,430.976,GWh
Germany,13-Jun,Net Electricity Production,Natural Gas,3137.973,GWh
Germany,13-Jun,Net Electricity Production,Combustible Renewables,3420.037,GWh
Germany,13-Jun,Net Electricity Production,Geothermal,4.677,GWh
Germany,13-Jun,Net Electricity Production,Other Combustible Non-Renewables,494.287,GWh
Germany,13-Jun,Net Electricity Production,Solar,4525.33,GWh
Germany,13-Jun,Net Electricity Production,Not Specified,101.112,GWh
Germany,13-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14156.606,GWh
Germany,13-Jun,Total Imports,Electricity,3773.309,GWh
Germany,13-Jun,Total Exports,Electricity,4639.61,GWh
Germany,13-Jun,Used for pumped storage,Electricity,702.51,GWh
Germany,13-Jun,Distribution Losses,Electricity,1868.686,GWh
Germany,13-Jun,Final Consumption (Calculated),Electricity,41158.838,GWh
Germany,13-Jun,Net Electricity Production,Wind,3662.918,GWh
France,13-May,Net Electricity Production,Electricity,43854.534,GWh
France,13-May,Net Electricity Production,Nuclear,31168.581,GWh
France,13-May,Net Electricity Production,Total Combustible Fuels,2073.936,GWh
France,13-May,Net Electricity Production,Hydro,8662.391,GWh
France,13-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",929.087,GWh
France,13-May,Net Electricity Production,Oil and Petroleum Products,225.475,GWh
France,13-May,Net Electricity Production,Natural Gas,648.999,GWh
France,13-May,Net Electricity Production,Combustible Renewables,195.38,GWh
France,13-May,Net Electricity Production,Geothermal,6.768,GWh
France,13-May,Net Electricity Production,Other Combustible Non-Renewables,74.994,GWh
France,13-May,Net Electricity Production,Solar,662.39,GWh
France,13-May,Net Electricity Production,Other Renewables,34.042,GWh
France,13-May,Net Electricity Production,Not Specified,66.921,GWh
France,13-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10740.475,GWh
France,13-May,Total Imports,Electricity,506.316,GWh
France,13-May,Total Exports,Electricity,6375.613,GWh
France,13-May,Used for pumped storage,Electricity,806.943,GWh
France,13-May,Distribution Losses,Electricity,3010.557,GWh
France,13-May,Final Consumption (Calculated),Electricity,34167.738,GWh
France,13-May,Net Electricity Production,Wind,1179.504,GWh
Germany,13-May,Net Electricity Production,Electricity,44267.172,GWh
Germany,13-May,Net Electricity Production,Nuclear,6324.263,GWh
Germany,13-May,Net Electricity Production,Hydro,2717.361,GWh
Germany,13-May,Net Electricity Production,Total Combustible Fuels,28440.859,GWh
Germany,13-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",20454.173,GWh
Germany,13-May,Net Electricity Production,Oil and Petroleum Products,366.932,GWh
Germany,13-May,Net Electricity Production,Natural Gas,3346.874,GWh
Germany,13-May,Net Electricity Production,Combustible Renewables,3733.316,GWh
Germany,13-May,Net Electricity Production,Geothermal,2.886,GWh
Germany,13-May,Net Electricity Production,Other Combustible Non-Renewables,539.565,GWh
Germany,13-May,Net Electricity Production,Solar,3564.235,GWh
Germany,13-May,Net Electricity Production,Not Specified,108.432,GWh
Germany,13-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13126.932,GWh
Germany,13-May,Total Imports,Electricity,4850.614,GWh
Germany,13-May,Total Exports,Electricity,4590.48,GWh
Germany,13-May,Used for pumped storage,Electricity,750.487,GWh
Germany,13-May,Distribution Losses,Electricity,1888.861,GWh
Germany,13-May,Final Consumption (Calculated),Electricity,41887.958,GWh
Germany,13-May,Net Electricity Production,Wind,3109.134,GWh
France,13-Apr,Net Electricity Production,Electricity,44767.542,GWh
France,13-Apr,Net Electricity Production,Nuclear,31478.545,GWh
France,13-Apr,Net Electricity Production,Total Combustible Fuels,3688.758,GWh
France,13-Apr,Net Electricity Production,Hydro,7325.312,GWh
France,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",1652.5,GWh
France,13-Apr,Net Electricity Production,Oil and Petroleum Products,401.037,GWh
France,13-Apr,Net Electricity Production,Natural Gas,1154.327,GWh
France,13-Apr,Net Electricity Production,Combustible Renewables,347.509,GWh
France,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,133.386,GWh
France,13-Apr,Net Electricity Production,Geothermal,6.768,GWh
France,13-Apr,Net Electricity Production,Solar,651.163,GWh
France,13-Apr,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Apr,Net Electricity Production,Not Specified,66.921,GWh
France,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9880.825,GWh
France,13-Apr,Total Imports,Electricity,1132.739,GWh
France,13-Apr,Total Exports,Electricity,4390.191,GWh
France,13-Apr,Used for pumped storage,Electricity,682.388,GWh
France,13-Apr,Distribution Losses,Electricity,3109.502,GWh
France,13-Apr,Final Consumption (Calculated),Electricity,37718.2,GWh
France,13-Apr,Net Electricity Production,Wind,1516.031,GWh
Germany,13-Apr,Net Electricity Production,Electricity,49401.468,GWh
Germany,13-Apr,Net Electricity Production,Nuclear,6951.963,GWh
Germany,13-Apr,Net Electricity Production,Total Combustible Fuels,32885.905,GWh
Germany,13-Apr,Net Electricity Production,Hydro,2538.164,GWh
Germany,13-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",23311.145,GWh
Germany,13-Apr,Net Electricity Production,Oil and Petroleum Products,643.885,GWh
Germany,13-Apr,Net Electricity Production,Natural Gas,5197.466,GWh
Germany,13-Apr,Net Electricity Production,Combustible Renewables,3261.967,GWh
Germany,13-Apr,Net Electricity Production,Other Combustible Non-Renewables,471.442,GWh
Germany,13-Apr,Net Electricity Production,Geothermal,2.612,GWh
Germany,13-Apr,Net Electricity Production,Solar,3314.518,GWh
Germany,13-Apr,Net Electricity Production,Not Specified,133.392,GWh
Germany,13-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12692.175,GWh
Germany,13-Apr,Total Imports,Electricity,3115.478,GWh
Germany,13-Apr,Total Exports,Electricity,5486.649,GWh
Germany,13-Apr,Used for pumped storage,Electricity,700.996,GWh
Germany,13-Apr,Distribution Losses,Electricity,2009.699,GWh
Germany,13-Apr,Final Consumption (Calculated),Electricity,44319.603,GWh
Germany,13-Apr,Net Electricity Production,Wind,3574.914,GWh
France,13-Mar,Net Electricity Production,Electricity,52966.678,GWh
France,13-Mar,Net Electricity Production,Nuclear,36781.04,GWh
France,13-Mar,Net Electricity Production,Hydro,6542.843,GWh
France,13-Mar,Net Electricity Production,Total Combustible Fuels,7646.486,GWh
France,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",3425.493,GWh
France,13-Mar,Net Electricity Production,Oil and Petroleum Products,831.315,GWh
France,13-Mar,Net Electricity Production,Natural Gas,2392.823,GWh
France,13-Mar,Net Electricity Production,Combustible Renewables,720.356,GWh
France,13-Mar,Net Electricity Production,Geothermal,6.768,GWh
France,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,276.499,GWh
France,13-Mar,Net Electricity Production,Solar,516.44,GWh
France,13-Mar,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Mar,Net Electricity Production,Not Specified,66.921,GWh
France,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9192.587,GWh
France,13-Mar,Total Imports,Electricity,1678.386,GWh
France,13-Mar,Total Exports,Electricity,3406.022,GWh
France,13-Mar,Used for pumped storage,Electricity,609.497,GWh
France,13-Mar,Distribution Losses,Electricity,3710.151,GWh
France,13-Mar,Final Consumption (Calculated),Electricity,46919.394,GWh
France,13-Mar,Net Electricity Production,Wind,1372.138,GWh
Germany,13-Mar,Net Electricity Production,Electricity,56612.207,GWh
Germany,13-Mar,Net Electricity Production,Nuclear,8876.218,GWh
Germany,13-Mar,Net Electricity Production,Total Combustible Fuels,37675.595,GWh
Germany,13-Mar,Net Electricity Production,Hydro,2512.588,GWh
Germany,13-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",25892.606,GWh
Germany,13-Mar,Net Electricity Production,Oil and Petroleum Products,623.287,GWh
Germany,13-Mar,Net Electricity Production,Natural Gas,7315.814,GWh
Germany,13-Mar,Net Electricity Production,Combustible Renewables,3358.495,GWh
Germany,13-Mar,Net Electricity Production,Other Combustible Non-Renewables,485.393,GWh
Germany,13-Mar,Net Electricity Production,Geothermal,3.073,GWh
Germany,13-Mar,Net Electricity Production,Solar,2402.737,GWh
Germany,13-Mar,Net Electricity Production,Not Specified,125.74,GWh
Germany,13-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13293.149,GWh
Germany,13-Mar,Total Imports,Electricity,2743.999,GWh
Germany,13-Mar,Total Exports,Electricity,7485.513,GWh
Germany,13-Mar,Used for pumped storage,Electricity,693.933,GWh
Germany,13-Mar,Distribution Losses,Electricity,2267.066,GWh
Germany,13-Mar,Final Consumption (Calculated),Electricity,48909.695,GWh
Germany,13-Mar,Net Electricity Production,Wind,5016.256,GWh
France,13-Feb,Net Electricity Production,Electricity,53124.37,GWh
France,13-Feb,Net Electricity Production,Nuclear,36747.871,GWh
France,13-Feb,Net Electricity Production,Total Combustible Fuels,7642.609,GWh
France,13-Feb,Net Electricity Production,Hydro,6959.289,GWh
France,13-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",3423.756,GWh
France,13-Feb,Net Electricity Production,Oil and Petroleum Products,830.894,GWh
France,13-Feb,Net Electricity Production,Natural Gas,2391.61,GWh
France,13-Feb,Net Electricity Production,Combustible Renewables,719.991,GWh
France,13-Feb,Net Electricity Production,Other Combustible Non-Renewables,276.358,GWh
France,13-Feb,Net Electricity Production,Geothermal,6.768,GWh
France,13-Feb,Net Electricity Production,Solar,194.226,GWh
France,13-Feb,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Feb,Net Electricity Production,Not Specified,66.921,GWh
France,13-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9386.96,GWh
France,13-Feb,Total Imports,Electricity,1649.803,GWh
France,13-Feb,Total Exports,Electricity,3770.491,GWh
France,13-Feb,Used for pumped storage,Electricity,648.291,GWh
France,13-Feb,Distribution Losses,Electricity,3740.624,GWh
France,13-Feb,Final Consumption (Calculated),Electricity,46614.767,GWh
France,13-Feb,Net Electricity Production,Wind,1472.644,GWh
Germany,13-Feb,Net Electricity Production,Electricity,52241.789,GWh
Germany,13-Feb,Net Electricity Production,Nuclear,8131.397,GWh
Germany,13-Feb,Net Electricity Production,Hydro,2216.483,GWh
Germany,13-Feb,Net Electricity Production,Total Combustible Fuels,37641.709,GWh
Germany,13-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",25312.38,GWh
Germany,13-Feb,Net Electricity Production,Oil and Petroleum Products,717.119,GWh
Germany,13-Feb,Net Electricity Production,Natural Gas,8024.165,GWh
Germany,13-Feb,Net Electricity Production,Combustible Renewables,3134.958,GWh
Germany,13-Feb,Net Electricity Production,Geothermal,4.502,GWh
Germany,13-Feb,Net Electricity Production,Other Combustible Non-Renewables,453.086,GWh
Germany,13-Feb,Net Electricity Production,Solar,682,GWh
Germany,13-Feb,Net Electricity Production,Not Specified,95.961,GWh
Germany,13-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9507.681,GWh
Germany,13-Feb,Total Imports,Electricity,3025.406,GWh
Germany,13-Feb,Total Exports,Electricity,6245.905,GWh
Germany,13-Feb,Used for pumped storage,Electricity,612.153,GWh
Germany,13-Feb,Distribution Losses,Electricity,2090.992,GWh
Germany,13-Feb,Final Consumption (Calculated),Electricity,46318.145,GWh
Germany,13-Feb,Net Electricity Production,Wind,3469.738,GWh
France,13-Jan,Net Electricity Production,Electricity,58620.471,GWh
France,13-Jan,Net Electricity Production,Nuclear,42405.628,GWh
France,13-Jan,Net Electricity Production,Hydro,6975.189,GWh
France,13-Jan,Net Electricity Production,Total Combustible Fuels,7667.899,GWh
France,13-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",3435.086,GWh
France,13-Jan,Net Electricity Production,Oil and Petroleum Products,833.643,GWh
France,13-Jan,Net Electricity Production,Natural Gas,2399.524,GWh
France,13-Jan,Net Electricity Production,Combustible Renewables,722.373,GWh
France,13-Jan,Net Electricity Production,Geothermal,6.768,GWh
France,13-Jan,Net Electricity Production,Other Combustible Non-Renewables,277.273,GWh
France,13-Jan,Net Electricity Production,Solar,124.245,GWh
France,13-Jan,Net Electricity Production,Other Renewables,34.042,GWh
France,13-Jan,Net Electricity Production,Not Specified,66.921,GWh
France,13-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9202.395,GWh
France,13-Jan,Total Imports,Electricity,1026.487,GWh
France,13-Jan,Total Exports,Electricity,4566.429,GWh
France,13-Jan,Used for pumped storage,Electricity,649.772,GWh
France,13-Jan,Distribution Losses,Electricity,4088.883,GWh
France,13-Jan,Final Consumption (Calculated),Electricity,50341.873,GWh
France,13-Jan,Net Electricity Production,Wind,1339.778,GWh
Germany,13-Jan,Net Electricity Production,Electricity,57137.183,GWh
Germany,13-Jan,Net Electricity Production,Nuclear,8917.804,GWh
Germany,13-Jan,Net Electricity Production,Hydro,2759.821,GWh
Germany,13-Jan,Net Electricity Production,Total Combustible Fuels,39505.394,GWh
Germany,13-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",26077.959,GWh
Germany,13-Jan,Net Electricity Production,Oil and Petroleum Products,723.297,GWh
Germany,13-Jan,Net Electricity Production,Natural Gas,8832.602,GWh
Germany,13-Jan,Net Electricity Production,Combustible Renewables,3382.652,GWh
Germany,13-Jan,Net Electricity Production,Other Combustible Non-Renewables,488.884,GWh
Germany,13-Jan,Net Electricity Production,Geothermal,6.796,GWh
Germany,13-Jan,Net Electricity Production,Solar,364.083,GWh
Germany,13-Jan,Net Electricity Production,Not Specified,184.962,GWh
Germany,13-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11911.676,GWh
Germany,13-Jan,Total Imports,Electricity,3516.619,GWh
Germany,13-Jan,Total Exports,Electricity,6975.303,GWh
Germany,13-Jan,Used for pumped storage,Electricity,762.214,GWh
Germany,13-Jan,Distribution Losses,Electricity,2293.409,GWh
Germany,13-Jan,Final Consumption (Calculated),Electricity,50622.877,GWh
Germany,13-Jan,Net Electricity Production,Wind,5398.324,GWh
France,12-Dec,Net Electricity Production,Electricity,55235.161,GWh
France,12-Dec,Net Electricity Production,Nuclear,39911.728,GWh
France,12-Dec,Net Electricity Production,Hydro,6392.129,GWh
France,12-Dec,Net Electricity Production,Total Combustible Fuels,6444.683,GWh
France,12-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",2523.086,GWh
France,12-Dec,Net Electricity Production,Oil and Petroleum Products,761.935,GWh
France,12-Dec,Net Electricity Production,Natural Gas,2379.715,GWh
France,12-Dec,Net Electricity Production,Combustible Renewables,549.692,GWh
France,12-Dec,Net Electricity Production,Other Combustible Non-Renewables,230.256,GWh
France,12-Dec,Net Electricity Production,Geothermal,4.243,GWh
France,12-Dec,Net Electricity Production,Solar,34.779,GWh
France,12-Dec,Net Electricity Production,Other Renewables,37.698,GWh
France,12-Dec,Net Electricity Production,Not Specified,61.747,GWh
France,12-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9366.695,GWh
France,12-Dec,Total Imports,Electricity,775.576,GWh
France,12-Dec,Total Exports,Electricity,5204.613,GWh
France,12-Dec,Used for pumped storage,Electricity,675.946,GWh
France,12-Dec,Distribution Losses,Electricity,3810.451,GWh
France,12-Dec,Final Consumption (Calculated),Electricity,46319.728,GWh
France,12-Dec,Net Electricity Production,Wind,2348.154,GWh
Germany,12-Dec,Net Electricity Production,Electricity,52040.021,GWh
Germany,12-Dec,Net Electricity Production,Nuclear,8439.479,GWh
Germany,12-Dec,Net Electricity Production,Total Combustible Fuels,34684.444,GWh
Germany,12-Dec,Net Electricity Production,Hydro,2203.367,GWh
Germany,12-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",22920.652,GWh
Germany,12-Dec,Net Electricity Production,Oil and Petroleum Products,687.272,GWh
Germany,12-Dec,Net Electricity Production,Natural Gas,7303.682,GWh
Germany,12-Dec,Net Electricity Production,Combustible Renewables,3275.879,GWh
Germany,12-Dec,Net Electricity Production,Geothermal,1.101,GWh
Germany,12-Dec,Net Electricity Production,Other Combustible Non-Renewables,496.959,GWh
Germany,12-Dec,Net Electricity Production,Solar,335.922,GWh
Germany,12-Dec,Net Electricity Production,Not Specified,146.185,GWh
Germany,12-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12045.793,GWh
Germany,12-Dec,Total Imports,Electricity,3372.984,GWh
Germany,12-Dec,Total Exports,Electricity,6757.351,GWh
Germany,12-Dec,Used for pumped storage,Electricity,656.114,GWh
Germany,12-Dec,Distribution Losses,Electricity,2114.051,GWh
Germany,12-Dec,Final Consumption (Calculated),Electricity,45885.489,GWh
Germany,12-Dec,Net Electricity Production,Wind,6229.524,GWh
France,12-Nov,Net Electricity Production,Electricity,49700.822,GWh
France,12-Nov,Net Electricity Production,Nuclear,37119.191,GWh
France,12-Nov,Net Electricity Production,Hydro,4791.578,GWh
France,12-Nov,Net Electricity Production,Total Combustible Fuels,6286.647,GWh
France,12-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",2461.215,GWh
France,12-Nov,Net Electricity Production,Oil and Petroleum Products,743.25,GWh
France,12-Nov,Net Electricity Production,Natural Gas,2321.36,GWh
France,12-Nov,Net Electricity Production,Combustible Renewables,536.212,GWh
France,12-Nov,Net Electricity Production,Other Combustible Non-Renewables,224.61,GWh
France,12-Nov,Net Electricity Production,Geothermal,4.243,GWh
France,12-Nov,Net Electricity Production,Solar,72.657,GWh
France,12-Nov,Net Electricity Production,Other Renewables,37.698,GWh
France,12-Nov,Net Electricity Production,Not Specified,61.747,GWh
France,12-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6769.449,GWh
France,12-Nov,Total Imports,Electricity,724.09,GWh
France,12-Nov,Total Exports,Electricity,5102.176,GWh
France,12-Nov,Used for pumped storage,Electricity,506.693,GWh
France,12-Nov,Distribution Losses,Electricity,3427.938,GWh
France,12-Nov,Final Consumption (Calculated),Electricity,41388.106,GWh
France,12-Nov,Net Electricity Production,Wind,1327.061,GWh
Germany,12-Nov,Net Electricity Production,Electricity,52009.628,GWh
Germany,12-Nov,Net Electricity Production,Nuclear,8647.934,GWh
Germany,12-Nov,Net Electricity Production,Total Combustible Fuels,35945.884,GWh
Germany,12-Nov,Net Electricity Production,Hydro,2193.905,GWh
Germany,12-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",24518.091,GWh
Germany,12-Nov,Net Electricity Production,Oil and Petroleum Products,497.344,GWh
Germany,12-Nov,Net Electricity Production,Natural Gas,7037.025,GWh
Germany,12-Nov,Net Electricity Production,Combustible Renewables,3380.582,GWh
Germany,12-Nov,Net Electricity Production,Other Combustible Non-Renewables,512.842,GWh
Germany,12-Nov,Net Electricity Production,Geothermal,2.261,GWh
Germany,12-Nov,Net Electricity Production,Solar,768.362,GWh
Germany,12-Nov,Net Electricity Production,Not Specified,131.909,GWh
Germany,12-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10664.482,GWh
Germany,12-Nov,Total Imports,Electricity,3526.673,GWh
Germany,12-Nov,Total Exports,Electricity,6015.054,GWh
Germany,12-Nov,Used for pumped storage,Electricity,653.297,GWh
Germany,12-Nov,Distribution Losses,Electricity,2130.755,GWh
Germany,12-Nov,Final Consumption (Calculated),Electricity,46737.196,GWh
Germany,12-Nov,Net Electricity Production,Wind,4319.372,GWh
France,12-Oct,Net Electricity Production,Electricity,43193.869,GWh
France,12-Oct,Net Electricity Production,Nuclear,32847.536,GWh
France,12-Oct,Net Electricity Production,Hydro,4453.463,GWh
France,12-Oct,Net Electricity Production,Total Combustible Fuels,4129.03,GWh
France,12-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",1616.51,GWh
France,12-Oct,Net Electricity Production,Oil and Petroleum Products,488.162,GWh
France,12-Oct,Net Electricity Production,Natural Gas,1524.654,GWh
France,12-Oct,Net Electricity Production,Combustible Renewables,352.181,GWh
France,12-Oct,Net Electricity Production,Geothermal,4.243,GWh
France,12-Oct,Net Electricity Production,Other Combustible Non-Renewables,147.522,GWh
France,12-Oct,Net Electricity Production,Solar,273.065,GWh
France,12-Oct,Net Electricity Production,Other Renewables,37.698,GWh
France,12-Oct,Net Electricity Production,Not Specified,61.747,GWh
