Country,Time,Balance,Product,Value,Unit
France,21-Dec,Net Electricity Production,Combustible Renewables,720.0553,GWh
France,21-Dec,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Dec,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Dec,Net Electricity Production,Solar,605.9149,GWh
France,21-Dec,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Dec,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11084.873,GWh
France,21-Dec,Total Imports,Electricity,4649.3729,GWh
France,21-Dec,Total Exports,Electricity,2598.6504,GWh
France,21-Dec,Used for pumped storage,Electricity,803.3867,GWh
France,21-Dec,Distribution Losses,Electricity,4535.9455,GWh
France,21-Dec,Final Consumption (Calculated),Electricity,45301.3573,GWh
France,21-Dec,Net Electricity Production,Wind,4348.4862,GWh
Germany,21-Dec,Net Electricity Production,Electricity,51943.9975,GWh
Germany,21-Dec,Net Electricity Production,Nuclear,5599.736,GWh
Germany,21-Dec,Net Electricity Production,Hydro,2051.4797,GWh
Germany,21-Dec,Net Electricity Production,Total Combustible Fuels,31373.999,GWh
Germany,21-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",17188.6804,GWh
Germany,21-Dec,Net Electricity Production,Oil and Petroleum Products,420.0059,GWh
Germany,21-Dec,Net Electricity Production,Natural Gas,9194.2618,GWh
Germany,21-Dec,Net Electricity Production,Combustible Renewables,4062.7331,GWh
Germany,21-Dec,Net Electricity Production,Other Combustible Non-Renewables,508.3177,GWh
Germany,21-Dec,Net Electricity Production,Geothermal,18.4038,GWh
Germany,21-Dec,Net Electricity Production,Solar,761.2467,GWh
Germany,21-Dec,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Dec,Net Electricity Production,Not Specified,125.2123,GWh
Germany,21-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18907.7834,GWh
Germany,21-Dec,Total Imports,Electricity,3810.5464,GWh
Germany,21-Dec,Total Exports,Electricity,7631.7719,GWh
Germany,21-Dec,Used for pumped storage,Electricity,891.6544,GWh
Germany,21-Dec,Distribution Losses,Electricity,2665.058,GWh
Germany,21-Dec,Final Consumption (Calculated),Electricity,44566.0596,GWh
Germany,21-Dec,Net Electricity Production,Wind,12013.92,GWh
France,21-Nov,Net Electricity Production,Electricity,44836.9582,GWh
France,21-Nov,Net Electricity Production,Nuclear,30370.793,GWh
France,21-Nov,Net Electricity Production,Hydro,4050.1404,GWh
France,21-Nov,Net Electricity Production,Total Combustible Fuels,6870.2711,GWh
France,21-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",921.9014,GWh
France,21-Nov,Net Electricity Production,Oil and Petroleum Products,554.3989,GWh
France,21-Nov,Net Electricity Production,Natural Gas,4473.6317,GWh
France,21-Nov,Net Electricity Production,Combustible Renewables,745.3153,GWh
France,21-Nov,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Nov,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Nov,Net Electricity Production,Solar,726.9267,GWh
France,21-Nov,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Nov,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8296.7293,GWh
France,21-Nov,Total Imports,Electricity,3725.252,GWh
France,21-Nov,Total Exports,Electricity,2838.8822,GWh
France,21-Nov,Used for pumped storage,Electricity,644.9455,GWh
France,21-Nov,Distribution Losses,Electricity,3888.3295,GWh
France,21-Nov,Final Consumption (Calculated),Electricity,41190.0529,GWh
France,21-Nov,Net Electricity Production,Wind,2726.9941,GWh
Germany,21-Nov,Net Electricity Production,Electricity,50728.8962,GWh
Germany,21-Nov,Net Electricity Production,Nuclear,5604.263,GWh
Germany,21-Nov,Net Electricity Production,Total Combustible Fuels,31936.5688,GWh
Germany,21-Nov,Net Electricity Production,Hydro,1675.9296,GWh
Germany,21-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",17781.7032,GWh
Germany,21-Nov,Net Electricity Production,Oil and Petroleum Products,432.0784,GWh
Germany,21-Nov,Net Electricity Production,Natural Gas,9355.759,GWh
Germany,21-Nov,Net Electricity Production,Combustible Renewables,3834.6917,GWh
Germany,21-Nov,Net Electricity Production,Geothermal,18.4038,GWh
Germany,21-Nov,Net Electricity Production,Other Combustible Non-Renewables,532.3365,GWh
Germany,21-Nov,Net Electricity Production,Solar,1181.478,GWh
Germany,21-Nov,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Nov,Net Electricity Production,Not Specified,133.4148,GWh
Germany,21-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16889.3413,GWh
Germany,21-Nov,Total Imports,Electricity,4110.6084,GWh
Germany,21-Nov,Total Exports,Electricity,6746.7059,GWh
Germany,21-Nov,Used for pumped storage,Electricity,808.2665,GWh
Germany,21-Nov,Distribution Losses,Electricity,2508.4448,GWh
Germany,21-Nov,Final Consumption (Calculated),Electricity,44776.0874,GWh
Germany,21-Nov,Net Electricity Production,Wind,10178.8382,GWh
France,21-Oct,Net Electricity Production,Electricity,42531.637,GWh
France,21-Oct,Net Electricity Production,Nuclear,30658.264,GWh
France,21-Oct,Net Electricity Production,Total Combustible Fuels,3916.9152,GWh
France,21-Oct,Net Electricity Production,Hydro,3064.7555,GWh
France,21-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",895.5041,GWh
France,21-Oct,Net Electricity Production,Oil and Petroleum Products,451.5798,GWh
France,21-Oct,Net Electricity Production,Natural Gas,1736.1497,GWh
France,21-Oct,Net Electricity Production,Combustible Renewables,658.6578,GWh
France,21-Oct,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Oct,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Oct,Net Electricity Production,Solar,1293.2105,GWh
France,21-Oct,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Oct,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8570.6355,GWh
France,21-Oct,Total Imports,Electricity,1068.5003,GWh
France,21-Oct,Total Exports,Electricity,5375.6172,GWh
France,21-Oct,Used for pumped storage,Electricity,644.6874,GWh
France,21-Oct,Distribution Losses,Electricity,2868.8493,GWh
France,21-Oct,Final Consumption (Calculated),Electricity,34710.9834,GWh
France,21-Oct,Net Electricity Production,Wind,3506.659,GWh
Germany,21-Oct,Net Electricity Production,Electricity,49032.6911,GWh
Germany,21-Oct,Net Electricity Production,Nuclear,5303.3062,GWh
Germany,21-Oct,Net Electricity Production,Total Combustible Fuels,25581.2228,GWh
Germany,21-Oct,Net Electricity Production,Hydro,1694.8263,GWh
Germany,21-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",15079.9657,GWh
Germany,21-Oct,Net Electricity Production,Oil and Petroleum Products,361.7654,GWh
Germany,21-Oct,Net Electricity Production,Natural Gas,5783.8228,GWh
Germany,21-Oct,Net Electricity Production,Combustible Renewables,3831.1252,GWh
Germany,21-Oct,Net Electricity Production,Geothermal,14.2212,GWh
Germany,21-Oct,Net Electricity Production,Other Combustible Non-Renewables,524.5436,GWh
Germany,21-Oct,Net Electricity Production,Solar,3417.8816,GWh
Germany,21-Oct,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Oct,Net Electricity Production,Not Specified,117.11,GWh
Germany,21-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21862.1773,GWh
Germany,21-Oct,Total Imports,Electricity,3935.0953,GWh
Germany,21-Oct,Total Exports,Electricity,6720.6298,GWh
Germany,21-Oct,Used for pumped storage,Electricity,744.5076,GWh
Germany,21-Oct,Distribution Losses,Electricity,2465.9519,GWh
Germany,21-Oct,Final Consumption (Calculated),Electricity,43036.6971,GWh
Germany,21-Oct,Net Electricity Production,Wind,12904.123,GWh
France,21-Sep,Net Electricity Production,Electricity,39279.5908,GWh
France,21-Sep,Net Electricity Production,Nuclear,29001.324,GWh
France,21-Sep,Net Electricity Production,Total Combustible Fuels,3543.3575,GWh
France,21-Sep,Net Electricity Production,Hydro,3455.1005,GWh
France,21-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",763.7962,GWh
France,21-Sep,Net Electricity Production,Oil and Petroleum Products,413.2126,GWh
France,21-Sep,Net Electricity Production,Natural Gas,1529.7668,GWh
France,21-Sep,Net Electricity Production,Combustible Renewables,661.5581,GWh
France,21-Sep,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Sep,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Sep,Net Electricity Production,Solar,1517.308,GWh
France,21-Sep,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Sep,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7351.9873,GWh
France,21-Sep,Total Imports,Electricity,659.5951,GWh
France,21-Sep,Total Exports,Electricity,6467.4893,GWh
France,21-Sep,Used for pumped storage,Electricity,385.2577,GWh
France,21-Sep,Distribution Losses,Electricity,2300.7916,GWh
France,21-Sep,Final Consumption (Calculated),Electricity,30785.6474,GWh
France,21-Sep,Net Electricity Production,Wind,1670.668,GWh
Germany,21-Sep,Net Electricity Production,Electricity,44954.9146,GWh
Germany,21-Sep,Net Electricity Production,Nuclear,5456.2956,GWh
Germany,21-Sep,Net Electricity Production,Total Combustible Fuels,26552.5066,GWh
Germany,21-Sep,Net Electricity Production,Hydro,2034.3778,GWh
Germany,21-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",16082.0877,GWh
Germany,21-Sep,Net Electricity Production,Oil and Petroleum Products,323.7352,GWh
Germany,21-Sep,Net Electricity Production,Natural Gas,5872.4069,GWh
Germany,21-Sep,Net Electricity Production,Combustible Renewables,3757.7974,GWh
Germany,21-Sep,Net Electricity Production,Geothermal,11.7115,GWh
Germany,21-Sep,Net Electricity Production,Other Combustible Non-Renewables,516.4794,GWh
Germany,21-Sep,Net Electricity Production,Solar,5098.8071,GWh
Germany,21-Sep,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Sep,Net Electricity Production,Not Specified,72.8657,GWh
Germany,21-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16631.0441,GWh
Germany,21-Sep,Total Imports,Electricity,3941.6491,GWh
Germany,21-Sep,Total Exports,Electricity,5810.8906,GWh
Germany,21-Sep,Used for pumped storage,Electricity,665.2712,GWh
Germany,21-Sep,Distribution Losses,Electricity,1861.0716,GWh
Germany,21-Sep,Final Consumption (Calculated),Electricity,40559.3302,GWh
Germany,21-Sep,Net Electricity Production,Wind,5728.3503,GWh
France,21-Aug,Net Electricity Production,Electricity,40358.4051,GWh
France,21-Aug,Net Electricity Production,Nuclear,29010.95,GWh
France,21-Aug,Net Electricity Production,Total Combustible Fuels,2755.6925,GWh
France,21-Aug,Net Electricity Production,Hydro,4446.5569,GWh
France,21-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",254.2134,GWh
France,21-Aug,Net Electricity Production,Oil and Petroleum Products,404.6707,GWh
France,21-Aug,Net Electricity Production,Natural Gas,931.8053,GWh
France,21-Aug,Net Electricity Production,Combustible Renewables,989.9793,GWh
France,21-Aug,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Aug,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Aug,Net Electricity Production,Solar,1817.666,GWh
France,21-Aug,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Aug,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9537.2618,GWh
France,21-Aug,Total Imports,Electricity,473.3087,GWh
France,21-Aug,Total Exports,Electricity,8149.9641,GWh
France,21-Aug,Used for pumped storage,Electricity,372.0198,GWh
France,21-Aug,Distribution Losses,Electricity,2337.6976,GWh
France,21-Aug,Final Consumption (Calculated),Electricity,29972.0323,GWh
France,21-Aug,Net Electricity Production,Wind,2235.7069,GWh
Germany,21-Aug,Net Electricity Production,Electricity,42762.4749,GWh
Germany,21-Aug,Net Electricity Production,Nuclear,5792.5642,GWh
Germany,21-Aug,Net Electricity Production,Hydro,2507.9506,GWh
Germany,21-Aug,Net Electricity Production,Total Combustible Fuels,20816.4961,GWh
Germany,21-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",11550.2347,GWh
Germany,21-Aug,Net Electricity Production,Oil and Petroleum Products,319.8839,GWh
Germany,21-Aug,Net Electricity Production,Natural Gas,4503.8828,GWh
Germany,21-Aug,Net Electricity Production,Combustible Renewables,3908.1961,GWh
Germany,21-Aug,Net Electricity Production,Geothermal,12.5481,GWh
Germany,21-Aug,Net Electricity Production,Other Combustible Non-Renewables,534.2986,GWh
Germany,21-Aug,Net Electricity Production,Solar,5607.9149,GWh
Germany,21-Aug,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Aug,Net Electricity Production,Not Specified,76.4498,GWh
Germany,21-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19985.1608,GWh
Germany,21-Aug,Total Imports,Electricity,4735.9454,GWh
Germany,21-Aug,Total Exports,Electricity,4675.5653,GWh
Germany,21-Aug,Used for pumped storage,Electricity,552.721,GWh
Germany,21-Aug,Distribution Losses,Electricity,1802.4394,GWh
Germany,21-Aug,Final Consumption (Calculated),Electricity,40467.6947,GWh
Germany,21-Aug,Net Electricity Production,Wind,7948.5512,GWh
France,21-Jul,Net Electricity Production,Electricity,41570.8249,GWh
France,21-Jul,Net Electricity Production,Nuclear,28449.338,GWh
France,21-Jul,Net Electricity Production,Total Combustible Fuels,3235.2994,GWh
France,21-Jul,Net Electricity Production,Hydro,5687.4403,GWh
France,21-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",186.0191,GWh
France,21-Jul,Net Electricity Production,Oil and Petroleum Products,409.8362,GWh
France,21-Jul,Net Electricity Production,Natural Gas,1584.1987,GWh
France,21-Jul,Net Electricity Production,Combustible Renewables,880.2215,GWh
France,21-Jul,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Jul,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Jul,Net Electricity Production,Solar,1787.8173,GWh
France,21-Jul,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Jul,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10721.929,GWh
France,21-Jul,Total Imports,Electricity,763.053,GWh
France,21-Jul,Total Exports,Electricity,8110.5678,GWh
France,21-Jul,Used for pumped storage,Electricity,314.3989,GWh
France,21-Jul,Distribution Losses,Electricity,2348.7527,GWh
France,21-Jul,Final Consumption (Calculated),Electricity,31560.1585,GWh
France,21-Jul,Net Electricity Production,Wind,2319.0972,GWh
Germany,21-Jul,Net Electricity Production,Electricity,42162.3492,GWh
Germany,21-Jul,Net Electricity Production,Nuclear,5517.1813,GWh
Germany,21-Jul,Net Electricity Production,Total Combustible Fuels,21609.1572,GWh
Germany,21-Jul,Net Electricity Production,Hydro,2417.3835,GWh
Germany,21-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",11263.8263,GWh
Germany,21-Jul,Net Electricity Production,Oil and Petroleum Products,329.4769,GWh
Germany,21-Jul,Net Electricity Production,Natural Gas,5826.9752,GWh
Germany,21-Jul,Net Electricity Production,Combustible Renewables,3649.9409,GWh
Germany,21-Jul,Net Electricity Production,Geothermal,10.0385,GWh
Germany,21-Jul,Net Electricity Production,Other Combustible Non-Renewables,538.938,GWh
Germany,21-Jul,Net Electricity Production,Solar,6629.9948,GWh
Germany,21-Jul,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Jul,Net Electricity Production,Not Specified,144.1643,GWh
Germany,21-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18541.7873,GWh
Germany,21-Jul,Total Imports,Electricity,5516.6981,GWh
Germany,21-Jul,Total Exports,Electricity,4184.0825,GWh
Germany,21-Jul,Used for pumped storage,Electricity,476.8527,GWh
Germany,21-Jul,Distribution Losses,Electricity,1856.8818,GWh
Germany,21-Jul,Final Consumption (Calculated),Electricity,41161.2304,GWh
Germany,21-Jul,Net Electricity Production,Wind,5834.4296,GWh
France,21-Jun,Net Electricity Production,Electricity,40134.0096,GWh
France,21-Jun,Net Electricity Production,Nuclear,27716.162,GWh
France,21-Jun,Net Electricity Production,Hydro,6285.954,GWh
France,21-Jun,Net Electricity Production,Total Combustible Fuels,2935.2513,GWh
France,21-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",145.3407,GWh
France,21-Jun,Net Electricity Production,Oil and Petroleum Products,438.1807,GWh
France,21-Jun,Net Electricity Production,Natural Gas,1570.9615,GWh
France,21-Jun,Net Electricity Production,Combustible Renewables,605.7445,GWh
France,21-Jun,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Jun,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Jun,Net Electricity Production,Solar,1746.2253,GWh
France,21-Jun,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Jun,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10043.8607,GWh
France,21-Jun,Total Imports,Electricity,709.3541,GWh
France,21-Jun,Total Exports,Electricity,7585.6685,GWh
France,21-Jun,Used for pumped storage,Electricity,375.8493,GWh
France,21-Jun,Distribution Losses,Electricity,2319.76,GWh
France,21-Jun,Final Consumption (Calculated),Electricity,30562.0859,GWh
France,21-Jun,Net Electricity Production,Wind,1358.5842,GWh
Germany,21-Jun,Net Electricity Production,Electricity,41943.1976,GWh
Germany,21-Jun,Net Electricity Production,Nuclear,4944.0297,GWh
Germany,21-Jun,Net Electricity Production,Hydro,2425.0722,GWh
Germany,21-Jun,Net Electricity Production,Total Combustible Fuels,22505.5136,GWh
Germany,21-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",11773.0259,GWh
Germany,21-Jun,Net Electricity Production,Oil and Petroleum Products,324.3497,GWh
Germany,21-Jun,Net Electricity Production,Natural Gas,6329.5868,GWh
Germany,21-Jun,Net Electricity Production,Combustible Renewables,3562.122,GWh
Germany,21-Jun,Net Electricity Production,Geothermal,12.5481,GWh
Germany,21-Jun,Net Electricity Production,Other Combustible Non-Renewables,516.4292,GWh
Germany,21-Jun,Net Electricity Production,Solar,7565.1304,GWh
Germany,21-Jun,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Jun,Net Electricity Production,Not Specified,132.6498,GWh
Germany,21-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17923.1265,GWh
Germany,21-Jun,Total Imports,Electricity,4724.6171,GWh
Germany,21-Jun,Total Exports,Electricity,3662.4656,GWh
Germany,21-Jun,Used for pumped storage,Electricity,596.8322,GWh
Germany,21-Jun,Distribution Losses,Electricity,1698.7744,GWh
Germany,21-Jun,Final Consumption (Calculated),Electricity,40709.7424,GWh
Germany,21-Jun,Net Electricity Production,Wind,4358.2538,GWh
France,21-May,Net Electricity Production,Electricity,42550.5885,GWh
France,21-May,Net Electricity Production,Nuclear,27574.674,GWh
France,21-May,Net Electricity Production,Hydro,6339.56,GWh
France,21-May,Net Electricity Production,Total Combustible Fuels,2880.5865,GWh
France,21-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",128.9481,GWh
France,21-May,Net Electricity Production,Oil and Petroleum Products,446.2346,GWh
France,21-May,Net Electricity Production,Natural Gas,1321.6512,GWh
France,21-May,Net Electricity Production,Combustible Renewables,808.7287,GWh
France,21-May,Net Electricity Production,Geothermal,7.5307,GWh
France,21-May,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-May,Net Electricity Production,Solar,1684.4492,GWh
France,21-May,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-May,Net Electricity Production,Not Specified,44.4801,GWh
France,21-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12859.5766,GWh
France,21-May,Total Imports,Electricity,1248.1814,GWh
France,21-May,Total Exports,Electricity,7175.332,GWh
France,21-May,Used for pumped storage,Electricity,471.3608,GWh
France,21-May,Distribution Losses,Electricity,2667.9369,GWh
France,21-May,Final Consumption (Calculated),Electricity,33484.1402,GWh
France,21-May,Net Electricity Production,Wind,3979.4859,GWh
Germany,21-May,Net Electricity Production,Electricity,43213.888,GWh
Germany,21-May,Net Electricity Production,Nuclear,5279.5893,GWh
Germany,21-May,Net Electricity Production,Hydro,2356.5733,GWh
Germany,21-May,Net Electricity Production,Total Combustible Fuels,19222.5191,GWh
Germany,21-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",8553.0008,GWh
Germany,21-May,Net Electricity Production,Oil and Petroleum Products,335.4829,GWh
Germany,21-May,Net Electricity Production,Natural Gas,5907.275,GWh
Germany,21-May,Net Electricity Production,Combustible Renewables,3907.4183,GWh
Germany,21-May,Net Electricity Production,Geothermal,14.2212,GWh
Germany,21-May,Net Electricity Production,Other Combustible Non-Renewables,519.3421,GWh
Germany,21-May,Net Electricity Production,Solar,6284.1493,GWh
Germany,21-May,Net Electricity Production,Other Renewables,0,GWh
Germany,21-May,Net Electricity Production,Not Specified,143.7345,GWh
Germany,21-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22475.4634,GWh
Germany,21-May,Total Imports,Electricity,4757.077,GWh
Germany,21-May,Total Exports,Electricity,4539.5535,GWh
Germany,21-May,Used for pumped storage,Electricity,584.5305,GWh
Germany,21-May,Distribution Losses,Electricity,2075.563,GWh
Germany,21-May,Final Consumption (Calculated),Electricity,40771.318,GWh
Germany,21-May,Net Electricity Production,Wind,9913.1014,GWh
France,21-Apr,Net Electricity Production,Electricity,40109.5738,GWh
France,21-Apr,Net Electricity Production,Nuclear,27209.135,GWh
France,21-Apr,Net Electricity Production,Hydro,4079.6152,GWh
France,21-Apr,Net Electricity Production,Total Combustible Fuels,4117.7584,GWh
France,21-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",331.7775,GWh
France,21-Apr,Net Electricity Production,Oil and Petroleum Products,450.436,GWh
France,21-Apr,Net Electricity Production,Natural Gas,2638.5409,GWh
France,21-Apr,Net Electricity Production,Combustible Renewables,521.9801,GWh
France,21-Apr,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Apr,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Apr,Net Electricity Production,Solar,1647.487,GWh
France,21-Apr,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Apr,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9260.1804,GWh
France,21-Apr,Total Imports,Electricity,2879.9034,GWh
France,21-Apr,Total Exports,Electricity,4270.6076,GWh
France,21-Apr,Used for pumped storage,Electricity,416.1407,GWh
France,21-Apr,Distribution Losses,Electricity,2830.1869,GWh
France,21-Apr,Final Consumption (Calculated),Electricity,35472.542,GWh
France,21-Apr,Net Electricity Production,Wind,2963.7454,GWh
Germany,21-Apr,Net Electricity Production,Electricity,46909.5781,GWh
Germany,21-Apr,Net Electricity Production,Nuclear,5147.8528,GWh
Germany,21-Apr,Net Electricity Production,Total Combustible Fuels,24745.8723,GWh
Germany,21-Apr,Net Electricity Production,Hydro,1641.4802,GWh
Germany,21-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",11444.7404,GWh
Germany,21-Apr,Net Electricity Production,Oil and Petroleum Products,359.7196,GWh
Germany,21-Apr,Net Electricity Production,Natural Gas,8603.4358,GWh
Germany,21-Apr,Net Electricity Production,Combustible Renewables,3802.9417,GWh
Germany,21-Apr,Net Electricity Production,Other Combustible Non-Renewables,535.0347,GWh
Germany,21-Apr,Net Electricity Production,Geothermal,11.7115,GWh
Germany,21-Apr,Net Electricity Production,Solar,5823.3439,GWh
Germany,21-Apr,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Apr,Net Electricity Production,Not Specified,146.1583,GWh
Germany,21-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",20672.6364,GWh
Germany,21-Apr,Total Imports,Electricity,3976.6733,GWh
Germany,21-Apr,Total Exports,Electricity,6254.2321,GWh
Germany,21-Apr,Used for pumped storage,Electricity,649.9614,GWh
Germany,21-Apr,Distribution Losses,Electricity,2285.4031,GWh
Germany,21-Apr,Final Consumption (Calculated),Electricity,41696.6548,GWh
Germany,21-Apr,Net Electricity Production,Wind,9393.1591,GWh
France,21-Mar,Net Electricity Production,Electricity,48524.6977,GWh
France,21-Mar,Net Electricity Production,Nuclear,31695.35,GWh
France,21-Mar,Net Electricity Production,Hydro,6012.4234,GWh
France,21-Mar,Net Electricity Production,Total Combustible Fuels,5644.4544,GWh
France,21-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",510.0194,GWh
France,21-Mar,Net Electricity Production,Oil and Petroleum Products,434.4013,GWh
France,21-Mar,Net Electricity Production,Natural Gas,3614.9578,GWh
France,21-Mar,Net Electricity Production,Combustible Renewables,910.052,GWh
France,21-Mar,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Mar,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Mar,Net Electricity Production,Solar,1350.452,GWh
France,21-Mar,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Mar,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12050.4652,GWh
France,21-Mar,Total Imports,Electricity,2405.9744,GWh
France,21-Mar,Total Exports,Electricity,5596.7796,GWh
France,21-Mar,Used for pumped storage,Electricity,486.0668,GWh
France,21-Mar,Distribution Losses,Electricity,3900.6514,GWh
France,21-Mar,Final Consumption (Calculated),Electricity,40947.1743,GWh
France,21-Mar,Net Electricity Production,Wind,3730.185,GWh
Germany,21-Mar,Net Electricity Production,Electricity,50136.8115,GWh
Germany,21-Mar,Net Electricity Production,Nuclear,5503.8434,GWh
Germany,21-Mar,Net Electricity Production,Hydro,2091.8708,GWh
Germany,21-Mar,Net Electricity Production,Total Combustible Fuels,26692.4858,GWh
Germany,21-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",12584.5094,GWh
Germany,21-Mar,Net Electricity Production,Oil and Petroleum Products,341.5346,GWh
Germany,21-Mar,Net Electricity Production,Natural Gas,9349.7321,GWh
Germany,21-Mar,Net Electricity Production,Combustible Renewables,3930.3999,GWh
Germany,21-Mar,Net Electricity Production,Geothermal,16.7308,GWh
Germany,21-Mar,Net Electricity Production,Other Combustible Non-Renewables,486.3098,GWh
Germany,21-Mar,Net Electricity Production,Solar,4360.7456,GWh
Germany,21-Mar,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Mar,Net Electricity Production,Not Specified,144.5081,GWh
Germany,21-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21726.3741,GWh
Germany,21-Mar,Total Imports,Electricity,4428.3825,GWh
Germany,21-Mar,Total Exports,Electricity,6618.4162,GWh
Germany,21-Mar,Used for pumped storage,Electricity,745.7094,GWh
Germany,21-Mar,Distribution Losses,Electricity,2468.8371,GWh
Germany,21-Mar,Final Consumption (Calculated),Electricity,44732.2313,GWh
Germany,21-Mar,Net Electricity Production,Wind,11326.6271,GWh
France,21-Feb,Net Electricity Production,Electricity,47820.5282,GWh
